WSppCode,Genus,Species,Family,CommonName,USDACode,ZSppCode,ClonalityButler,USDACuttings,USDATuber,USDABareRoot,UDSASprigs,ClonalityOther,ClonalityOtherSource,ClonalityCitation,ClonalCongener,ClonalGrowthOrgans,ClonalityCat,ClonalityCatFinal,ClonalityNotes,ClonalityDone?,USDAGroup,USDAHabit,USDADuration,USDANativeStatus,USDANotes,Kew1000seeds_g,PollMode1,PollMode2,Self-Compat?,PollModeSource,PollModeCongener,PollModeCite,PollModeNotes,PollDone?,DispMode1,DispMode2,DustLikeWindDisp?,DispModeSource,DispMode1Congener,DispModeCite,DispersalDone?,DispersalNotes,FlowerColor1,FlowerColor2,FlowerColor3,FlowerColorSource,FlowerColorNotes,
SELRUP,Selaginella,rupestris,Selaginellaceae,northern selaginella,SERU,,,,,,,1,Harvard University,http://flora.huh.harvard.edu/china/mss/volume02/Flora_of_China_Volume_2_3_Selaginellaceae.pdf,,,PerClonGuer,ClonalGuer,,1,Lycopod,Forb_herb,Perennial,N,,,VegOnly,,0,,,,No info,0,Water,Wind,1,Field Knowledge,,"AA, Field Knowledge",1,,,,,,,
SETSPP,Setaria,P.,Poaceae,bristlegrass,SETAR,,,,,,,1,Massachusetts DNR,http://www.mass.gov/eea/docs/dfg/nhesp/species-and-conservation/nhfacts/setaria-parviflora.pdf,,Rhizomes,PerClonPhl,ClonalPhl,,1,Monocot,,,NI,,,,Wind,1,Weed Science,,"(Dekker, 2003)",They said that this palnt is primarily self-pollinated but in the case it is not then it is wind-pollinated,1,Adhesive,,0,Kew,Setaria verticillata,"van Rheede van Oudtshoorn and van Rooyen, 1999",1,,,,,,,
CORVAR,Coronilla,varia,Fabaceae,crownvetch,SEVA4,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/corvar/all.html#Vegetative%20regeneration,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,I,USDA also listed as vine,3.5,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/weeds/plants/crown_vetch.htm,,1,Unassisted,,0,USDA Forest Service,,http://www.fs.fed.us/database/feis/plants/forb/corvar/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,1,,pink,,,Chadde2013,"pink, the keel tipped with purple",
SILANT,Silene,antirrhina,Caryophyllaceae,sleepy silene,SIAN2,SILANT,,,,,,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/sleepy_catchflyx.htm,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,0.1,Bee,Fly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/sleepy_catchflyx.htm,,1,Unassisted,Wind,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/sleepy_catchflyx.htm,1,,,,,,,
SINARV,Sinapis,arvensis,Brassicaceae,charlock mustard,SIAR4,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,I,,1.9,Bee,Fly,0,Illinois wildflower,,http://www.illinoiswildflowers.info/weeds/plants/wild_mustard.htm,,1,Unassisted,,0,THE BIOLOGY OF CANADIAN WEEDS. 8.,,"Mulligan and Bailey, 1975",1,,,,,,,
SISCAM,Sisyrinchium,campestre,Iridaceae,prairie blue-eyed grass,SICA9,SISCAM,1,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,"?pls with fibrous roots, lacking rhizomes?",1,Monocot,Forb_herb,Perennial,N,,0.46,Bee,,0,American Midland Naturalist,,"(Montgomery, 2009)",,1,Unassisted,,0,Kew,Sisyrinchium bellum,"Keeley, 1991",1,,,,,,,
SILINT,Silphium,integrifolium,Asteraceae,wholeleaf rosinweed,SIIN2,SILINT,0,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/rosinweedx.htm,,Rhizomes,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/rosinweedx.htm,,1,Unassisted,,0,Field Knowedge,,"JM, Field Knowledge",1,,,,,,,
SILLAT,Silene,latifolia,Caryophyllaceae,bladder campion,SILA21,,,,,,,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/weeds/plants/evening_campion.htm,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,BP,I,,0.78,Moth,,0,International Journal of Plant Sciences,,(Castillo et al. 2014),,1,Unassisted,,0,Minnesota Wildflowers,,https://www.minnesotawildflowers.info/flower/white-campion,1,,,,,,,
SILLAC,Silphium,laciniatum,Asteraceae,compassplant,SILA3,SILLAC,0,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,pls with woody taproots -Y,1,Dicot,Forb_herb,Perennial,N,,78.05,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/compassx.htm,,1,Unassisted,,0,Field Knowedge,,"JM, Field Knowledge",1,,,,,,,
SILPER,Silphium,perfoliatum,Asteraceae,cup plant,SIPE2,,,0,0,0,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/cupplantx.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,6.85,Bee,Butterfly,0,Environmental Entomology; Illinois Wildflowers,,(Rufus et al. 2008); http://www.illinoiswildflowers.info/prairie/plantx/cupplantx.htm,Skippers also are common pollinator and the fly is a much less common polliantor,1,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/cupplantx.htm,1,,,,,,,
SILSTE,Silene,stellata,Caryophyllaceae,widowsfrill,SIST,,,,,,,1,Friends of Eloise Butler,http://www.friendsofeloisebutler.org/pages/plants/starrycampion.html,,Tiller,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.63,Bee,Moth,0,New England Plant Conservatioon,,"(Brown, 2003)",Also pollinated by butterflies and hummingbirds have been known to visit the plant,1,Unassisted,,0,Kew,Silene acaulis,"Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London.",1,,,,,,,
SILTER,Silphium,terebinthinaceum,Asteraceae,prairie rosinweed,SITE,SILTER,0,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,pls with woody taproots -Y,1,Dicot,Forb_herb,Perennial,N,,,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/pr_dockx.htm,hummingbirds are potential pollinators,1,Unassisted,,0,Field Knowedge,,"JM, Field Knowledge",1,,,,,,,
SILVUL,Silene,vulgaris,Caryophyllaceae,maidenstears,SIVU,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/weeds/plants/bl_campion.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,I,,1.3,Moth,Bee,0,Journal of Ecology; Illinois Wildflowers,,"(Pettersson, 1991); http://www.illinoiswildflowers.info/weeds/plants/bl_campion.htm",,1,Unassisted,,0,Field Knowledge,,"LL, Field Knowledge",1,,,,,,,
SMILAS,Smilax,lasioneura,Smilacaceae,Blue Ridge carrionflower,SMLA3,,,,,,,1,University of Michigan,http://www-personal.umich.edu/~rburnham/SpeciesAccountspdfs/SmillasiSMILFINAL.pdf,,Rhizome,PerClonGuer,ClonalGuer,,1,Monocot,Forb_herb,Perennial,N,USDA also listed as vine,24.98,Bee,Fly,0,Rhodora; Illinois Wildflowers,Smilax herbacea,"(Sawyer and Anderson, 1998); http://www.illinoiswildflowers.info/savanna/plants/sm_carrion.htm",Minor polliantor: beetle,1,Bird,,0,Kew,,"Willson and Hoppes, 1986",1,,,,,,,
SOLCAN,Solidago,canadensis,Asteraceae,Canada goldenrod,SOAL6,,1,,,,,1,"University of California, Berkley",http://ucjeps.berkeley.edu/cgi-bin/get_IJM.pl?tid=91918,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.09,Bee,Beetles,0,Ecological Monographs,Solidago genus,"(Gross and Werner, 1983)",,1,Wind,,0,Kew,,"Matlack, 1987",1,,,,,,,
SONASP,Sonchus,asper,Asteraceae,spiny sowthistle,SOAS,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,I,,0.28,Bee,Fly,0,US Geological Survey,,"Guertin, 2003",,1,Wind,,0,Kew,,"Ridley, 1930",1,,,,,,,
SOLDUL,Solanum,dulcamara,Solanaceae,climbing nightshade,SODU,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/shrub/soldul/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,I,Also USDA listed as subshrub and vine,31,Bee,Fly,0,"Department of agriculture, Forest service",,http://www.fs.fed.us/database/feis/plants/shrub/soldul/all.html#158,,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
SOLGAT,Solidago,gattingeri,Asteraceae,Gattinger's goldenrod,SOGA,SOLGAT,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,"?pls with the rootstock relatively short, stout, vertical to horizontal, and branched, not producing rhizomes.?",1,Dicot,Forb_herb,Perennial,N,,,Bee,Beetles,0,Ecological Monographs,Solidago genus,"(Gross and Werner, 1983)",,1,Wind,,0,Kew,Solidago altissima,"Matlack, 1987",1,,,,,,,
SOLGIG,Solidago,gigantea,Asteraceae,giant goldenrod,SOGI,,0,0,0,0,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/wetland/plants/gt_goldenrod.htm,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.22,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/wetland/plants/gt_goldenrod.htm,,1,Wind,,0,Kew,Solidago altissima,"Matlack, 1987",1,,,,,,,
SOLJUN,Solidago,juncea,Asteraceae,early goldenrod,SOJU,,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/er_goldenrodx.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.41,Bee,Fly,0,,,,"also butterflies, moths and beetles",1,Wind,,0,Kew,Solidago altissima,"Matlack, 1987",1,,,,,,,
SOLMIS,Solidago,missouriensis,Asteraceae,Missouri Goldenrod,SOMI2,,1,0,0,1,1,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/solmis/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.33,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/ms_goldenrod.htm,Beetles also pollinate,1,Wind,,0,Kew,Solidago altissima,"Matlack, 1987",1,,,,,,,
SOLNEM,Solidago,nemoralis,Asteraceae,gray goldenrod,SONE,SOLNEM,1,1,0,0,0,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,?plants with short to moderately-creeping rhizomes.?,1,Dicot,Forb_herb,Perennial,N,,0.3,Bee,Beetles,0,Canadian Journal of Plant Science,,"(Chmielewski and Semple, 2004)",,1,Wind,,0,Kew,Solidago altissima,"Matlack, 1987",1,,,,,,,
SORNUT,Sorghastrum,nutans,Poaceae,Indiangrass,SONU2,SORNUT,1,0,0,0,0,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/sornut/all.html,,Rhizomes,PerClonPhl,ClonalPhl,,1,Monocot,Graminoid,Perennial,N,,2,Wind,,0,American Journal of Botany Vol. 85 No. 6 Part 1,,Lund et al. 1998,,1,Unassisted,,0,JSTOR,,"Rabinowitz and Rapp, 1981",1,Disp Information entered prior to Summer 2014 Tech team.,,,,,,
SOLRAD,Solidago,radula,Asteraceae,western rough goldenrod,SORA,SOLRAD,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"?plants with the rootstock short and somewhat thickened, often also producing branched short- to long-creeping rhizomes? -Y",1,Dicot,Forb_herb,Perennial,N,,,Bee,Beetles,0,Ecological Monographs,Solidago genus,"(Gross and Werner, 1983)",,1,Wind,,0,Kew,Solidago altissima,"Matlack, 1987",1,,,,,,,
SOLSPE,Solidago,speciosa,Asteraceae,showy goldenrod,SOSP2,,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/shw_goldenrodx.htm,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.3,Bee,Ant,0,,,,"Also beetles, moth and butterflies",1,Wind,,0,Kew,Solidago altissima,"Matlack, 1987",1,,,,,,,
SOLULM,Solidago,ulmifolia,Asteraceae,elmleaf goldenrod,SOUL2,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/woodland/plants/elm_goldenrod.htm; http://uwarboretum.org/foa/plant_sale/Elm-leafed%20goldenrod.pdf,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.19,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/elm_goldenrod.htm,,1,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/elm_goldenrod.htm,1,,,,,,,
SPIALB,Spiraea,alba,Rosaceae,white meadowsweet,SPAL2,,1,0,0,1,0,,,,,,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,,0.88,Bee,Beetles,0,,,,also moths,1,Unassisted,,0,Minnesota Wildflowers,,http://www.minnesotawildflowers.info/flower/white-meadowsweet,1,,,,,,,
SPICER,Spiranthes,cernua,Orchidaceae,nodding lady's tresses,SPCE,,,0,1,0,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/nodding_orchidx.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,4.00E-03,Bee,,0,Canadian Journal of Botany,,"(Catling, 1981)",,1,Wind,,1,Kew,Spiranthes sinensis,McIntyre et al. 1995,1,,,,,,,
SPOCLA,Sporobolus,clandestinus,Poaceae,rough dropseed,SPCL,SPOCLA,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,"?Rarely with short rhizomes, forming tufts.?-Y. (Tufts are common...rhizomes maybe not so common.)-JM",1,Monocot,Graminoid,Perennial,N,,,,Wind,1,New England Plant Conservation Program,Sporobolus compositus var. compositus,"Engstrom, 2003",Cross-pollination is highly infrequent due to a panicle that this genus has. So it is mainly self-pollinated. If it were to cross-pollinate it would be by wind.,1,Unassisted,,0,Kew,Sporobolus caroli,Jurado et al. 1991,1,,,,,,,
SPOASP,Sporobolus,asper,Poaceae,composite dropseed,SPCO16,SPOASP,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"sometimes with scaly rhiz, forming tufts or small clumps",1,Monocot,Graminoid,Perennial,N,,1.02,,Wind,1,New England Plant Conservation Program,Sporobolus compositus var. compositus,"Engstrom, 2003",Cross-pollination is highly infrequent due to a panicle that this genus has. So it is mainly self-pollinated. If it were to cross-pollinate it would be by wind.,1,Unassisted,,0,Kew,Sporobolus caroli,Jurado et al. 1991,1,,,,,,,
SPOHET,Sporobolus,heterolepis,Poaceae,prairie dropseed,SPHE,SPOHET,1,0,0,0,0,1,Field Experience,"Jesse Miller, Field Experience",,,PerClonGuer,ClonalGuer,forming tufts or more commonly clumps (classifying as guerilla based on field experience),1,Monocot,Graminoid,Perennial,N,,1.9,Wind,,0,New England Plant Conservation Program,,"(Engstrom, 2003)",,1,Unassisted,,0,Kew,Sporobolus caroli,Jurado et al. 1991,1,,,,,,,
SPAPEC,Spartina,pectinata,Poaceae,prairie cordgrass,SPPE,,1,0,0,0,1,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/spapec/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Monocot,Graminoid,Perennial,N,,33.46,Wind,,0,ESA Ecology,Spartina alterniflora,(Taylor et al. 2004),,1,Adhesive,,0,USDA,,"Bush, 2002",1,,,,,,,
SPOOZA,Sporobolus,ozarkanus,Poaceae,Ozark dropseed,SPVAO,SPOOZA,,,,,,0,Jesse,,,,AnnSeed,NonClonal,,1,Monocot,Graminoid,Annual,N,,,Wind,,0,New England Plant Conservation Program,S. heterolepis,"(Engstrom, 2003)",,1,Unassisted,,0,Kew,Sporobolus caroli,Jurado et al. 1991,1,,,,,,,
STYBIF,Stylosanthes,biflora,Fabaceae,sidebeak pencilflower,STBI2,STYBIF,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonGuer,ClonalGuer,long stout taproot; sometimes forming loose mats.,1,Dicot,Forb_herb,Perennial,N,USDA also listed as vine,,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/pencil_flw.html,,1,Bird,,0,Forest Plants of the Southeast ,,Miller et al. 1999,1,Disp Information entered prior to Summer 2014 Tech team,,,,,,
HOUNIG,"	Houstonia",nigricans,Rubiaceae,diamond-flowers,STNI6,HOUNIG,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,rootstock woody and branched,1,Dicot,Forb_herb,Perennial,N,USDA also listed as subshrub,,Bee,Butterfly,0,Evolution,,"(Levin, 1974)",Also pollinated by moths,1,Unassisted,Wind,1,Field Knoweldge,,"JM, Field knowledge",1,,,,,Gleason&Conquist1991,purple to nearly white,
STAPAL,Stachys,palustris,Lamiaceae,marsh hedgenettle,STPA,,1,0,0,0,1,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/hairy_hdgnettlex.htm,,Rhizome/Tuber,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,1.09,Bee,,0,Nature,,"(Chittka and Schurkens,",,1,Unassisted,,0,Kew,Stachys agraria,"Vazquez and Givnish, 1998",1,,,,,,,
STRUMB,Strophostyles,umbellata,Fabaceae,pink fuzzybean,STUM2,STRUMB,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,?usually perennial?,1,Dicot,Forb_herb,Perennial,N,USDA also listed as vine,,Bee,,0,Illinois wildflowers,Strophostyles helvula missouriensis,http://www.illinoiswildflowers.info/savanna/plants/mo_fzbean.htm,,1,Bird,,0,Forest Plants of the Southeast ,,Miller et al. 1999,1,Disp Information entered prior to Summer 2014 Tech team,,,,,,
SYMCIL,Symphyotrichum,ciliolatum,Asteraceae,Lindley's aster,SYCI,,,,,,,1,Butler,,7 species that butler listed,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.3,Bee,,0,USDA,Symphyotrichum gennus,"(USDA, 2011)",,1,Wind,,0,Friends of Eloise Butler,Symphyotrichum cordifolium,http://www.friendsofeloisebutler.org/pages/plants/heartleafaster.html,1,,,,,,,
SYMSAG,Symphyotrichum,sagittifolium,Asteraceae,common blue wood aster,SYCO4,,,0,0,1,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/woodland/plants/bl_woodaster.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.24,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/bl_woodaster.htm,,1,Wind,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/heartleafaster.html,1,,,,,,,
CLAVIR,Claytonia,virginica,Portulacaceae,Virginia springbeauty,CLVI3,CLAVIR,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,tuberous rootstock,1,Dicot,Forb_herb,Perennial,N,,1.22,Bee,Fly,0,primary paper,,Motten 1981,,1,Ballistic,Ant,0,Prince William Wildflower Society,,http://vnps.org/princewilliamwildflowersociety/botanizing-with-marion/spring-beauty-claytonia-virginica/,1," ""The seeds are forcibly ejected from the capsule at maturity and may be further dispersed by ants attracted to the elaiosomes""",pink,,,Voss&Reznicek2011,"petals are usually pale pink with deeper colored veins, but the ground color ranges form white to very deep pink",
CORAME,Corylus,americana,Betulaceae,American hazelnut,COAM3,,,0,0,1,0,1,USDA Plant Guide, http://plants.usda.gov/plantguide/pdf/pg_coam3.pdf,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,,785.1,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/trees/plants/am_hazelnut.htm,,1,MammalBird,,0,Kew,,"Johnson, 1981",1,,,,,,,
CONCAN,Conyza,canadensis,Asteraceae,Canadian horseweed,COCA5,CONCAN,,0,0,0,0,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,AB,N,,0.08,,,1,primary paper,,Davis 2010,,1,Wind,,0,Kew,Conyza albida,McIntyre et al. 1995,1,,,,,Voss&Reznicek2011,white to pink,
CORLAN,Coreopsis,lanceolata,Asteraceae,lanceleaf tickseed,COLA5,CORLAN,,0,0,0,0,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Horizontal rootstock,PerClonPhl,ClonalPhl,?short horizontal rootstock? -Y,1,Dicot,Forb_herb,Perennial,N,,1.3,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/sand_coreopsisx.htm,,1,Unassisted,,0,Field Knowledge,,"JM, Field Knowledge",1,,yellow,,,Voss&Reznicek2011,,
SYMERI,Symphyotrichum,ericoides,Asteraceae,white heath aster,SYER,,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/hth_asterx.htm,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,1.31,Bee,Fly,0,Canadian Journal of Plant Science,,"(Semple and Chmielewski, 2003)",Also pollinated by wasps and moths,1,Wind,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/manyfloweredaster.html,1,,,,,,,
SYMLAE,Aster,laevis,Asteraceae,smooth blue aster,SYLA3,ASTLAE,1,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"?short- to long-creeping, relatively stout, woody rhiz.? -Y",1,Dicot,Forb_herb,Perennial,N,,0.64,Bee,,0,USDA,Symphyotrichum Genus,"(USDA, 2011)",,1,Wind,,0,,,"Mori and Brown, 1994",1,,blue,purple,,Chadde2013,,
SYMLAN,Symphyotrichum,lanceolatum,Asteraceae,white panicle aster,SYLA6,,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/pan_asterx.htm,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.16,Bee,Fly,0,Rhodora,,(Semple et al. 2011),,1,Wind,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/whitepanicleaster.html,1,,,,,,,
SYMNOV,Symphyotrichum,novae-angliae,Asteraceae,New England aster,SYNO2,,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/ne_asterx.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.65,Bee,,0,Canadian Journal of Plant Science,,"(Semple and Chmielewski, 2003)",,1,Wind,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/newenglandaster.html,1,,,,,,,
SYMOBL,Aster,oblongifolius,Asteraceae,aromatic aster,SYOB,ASTOBL,1,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"?somewhat woody perennial roostock, often also w 1+ slender and longer-creeping rhizomatous branches.? -Y",1,Dicot,Forb_herb,Perennial,N,,0.35,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/aromatic_asterx.htm,,1,Wind,,0,Kew,Aster laevis,"Mori and Brown, 1994",1,,blue,purple,,Chadde2013,"blue or purple, rarely rose",
SYMOOL,Aster,azureus,Asteraceae,skyblue aster,SYOO,ASTAZU,1,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"?usually from a short, stout, somewhat branched rootstock,this somewhat woody, occasionally also producing short rhizomes.? -Y",1,Dicot,Forb_herb,Perennial,N, also USDA listed as subshrub,0.35,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/skyblue_asterx.htm,"Butterfly, skippers and bees",1,Wind,,0,Kew,Aster laevis,"Mori and Brown, 1994",1,,,,,,,
ASTPAT,Aster,patens,Asteraceae,late purple aster,SYPA11,ASTPAT,,0,0,0,1,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,?occasionally producing short rhizomes? -Y,1,Dicot,Forb_herb,Perennial,N,,0.5,Bee,,0,USDA,Symphyotrichum Genus,"(USDA, 2011)",,1,Wind,,0,Kew,Aster laevis,"Mori and Brown, 1994",1,,,,,,,
SYMPIL,Symphyotrichum,pilosum,Asteraceae,hairy white oldfield aster,SYPI2,,,1,0,1,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/weeds/plants/fr_aster.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.13,Bee,Fly,0,Canadian Journal of Plant Science,,"(Semple and Chmielewski, 2001)",Moths pollinate as well,1,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/fr_aster.htm,1,,,,,,,
SYMPRE,Symphyotrichum,prenanthoides,Asteraceae,crookedstem aster,SYPR6,,,0,0,1,0,1,USDA,plants.usda.gov/factsheet/pdf/fs_sypr6.pdf,,Stolons,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,0.34,Bee,,0,USDA,Symphyotrichum Genus,"(USDA, 2011)",,1,Wind,,0,COSEWIC,,https://www.registrelep-sararegistry.gc.ca/virtual_sara/files/cosewic/sr_aster_fausse-prenanthe_crooked-stem%20Aster_1013_e.pdf,1,,,,,,,
SYMFIR,Symphyotrichum,firmum,Asteraceae,purplestem aster,SYPUP,,,0,0,1,1,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/wetland/plants/sw_aster.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,Also USDA listed as subshrub,0.31,Bee,Fly,0,,,,Also  moths and butterflies,1,Wind,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/redstemmedaster.html,1,,,,,,,
SYMSER,Aster,sericeus,Asteraceae,western silver aster,SYSE2,ASTSER,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/silky_asterx.htm,,Rhizomes,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.78,Bee,Fly,0,Botany,,"(Robson, 2013)",,1,Wind,,0,Kew,Aster laevis,"Mori and Brown, 1994",1,,violet,purple,white,Chadde2013,deep violet to rose purple or rarely white,
TAEINT,Taenidia,integerrima,Apiaceae,yellow pimpernel,TAIN,,,,,,,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/yl_pimpernel.htm,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,3.95,Bee,Fly,0,New England Plant Conservation Program,,"(Werier, 2002)",,1,Unassisted,Water,0,New England conservation Plant,,"Weirer, 2002",1,,,,,,,
